序号,岗位类别,岗位名称,薪酬,地点,学历要求,经验要求,企业名称,企业规模,所属地域,所属行业,岗位职责,岗位要求
311,数据分析工程师,Hadoop大数据平台运维工程师,35-55k·16薪,北京-通州区,5-10年-本科-自动化运维-Redis-Shell-Kubernetes-MySQL-Python-Perl,5-10年-本科-自动化运维-Redis-Shell-Kubernetes-MySQL-Python-Perl,京东科技集团,人工智能-10000人以上,北京-通州区,人工智能-10000人以上,"工作内容： 
1、负责大数据组件如/Hadoop/hive/hbase/Spark等环境基础运维工作，负责数据产品应用及配套中间件的运维工作；
2、负责大数据各环境的组件升级、资源规划、服务监控等持续运营及规划工作，沉淀部署经验，开发部署自动化工具，提供部署效率；
3、负责攻克平台技术难题、对突发问题及时响应并解决；
","任职资格：
1、计算机或者相关专业，5年以上大数据平台维护经验 ；
2、深入理解linux系统，运维体系结构，精于容量规划、架构设计、性能优化，专家优先；
3、具备一定的开发能力，精通一门以上脚本语言(shell/perl/python等)，熟悉java/C/C++等开发语言一种及以上；
4、具备很强的ownership，故障排查能力，有很好的技术敏感度和风险识别能力；
5、能够承受较大的工作压力，以结果和行动为准则，努力追求成功；
6、熟悉hadoop、hbase、hive、spark、tez等原理并具备管理、配置、运维经验，熟悉mysql、kafka、redis、k8s等常用中间件的运维；
7、熟悉分布式系统设计范型，有大规模系统设计和工程实现的了解者优先。"
312,数据分析工程师,大数据开发工程师,25-35k·14薪,深圳-南山区,5-10年-硕士-数据开发-数据挖掘-数据分析-MySQL-Shell-HDFS-Hadoop,5-10年-硕士-数据开发-数据挖掘-数据分析-MySQL-Shell-HDFS-Hadoop,某深圳IT服务公司,IT服务,深圳-南山区,IT服务,"岗位职责：
1、负责云平台大数据开发，包括数据的采集、处理、存储等；
2、使用hdfs，linux等技术和架构对电视用户行为进行分析；
3、负责带领大数据开发团队，对大数据项目进行技术指导和架构设计。
","任职要求：
1、计算机、软件工程等相关专业，硕士及以上学历，博士优先；
2、具有8年及以上大数据分析项目开发经验；
3、熟悉Hadoop或Spark生态相关技术，包括hdfs,linux,mysql,shell,spark,lamp等，熟悉LAMP开发者优先；
4、具备良好的学习能力和分析解决问题能力，责任心强；
5、具备良好的团队合作意识、沟通能力、协调能力，能够承担一定工作压力；
6、有大型互联网公司数据挖掘开发经验者优先。"
313,数据分析工程师,大数据讲师（昆明）,8-12k,昆明,3-5年-本科-SQL,3-5年-本科-SQL,武汉美和易思数字科技有限公司,培训服务-500-999人,昆明,培训服务-500-999人,,
314,数据分析工程师,大数据开发工程师,25-35k·15薪,上海,3-5年-统招本科-Java-数据开发,3-5年-统招本科-Java-数据开发,某知名公司,保险-战略融资-10000人以上,上海,保险-战略融资-10000人以上,"0361EE-大数据开发工程师-上海
工作职责
​1.负责大数据平台的功能组件开发
2.对接产品经理，落地实现相关的数据加工作业，并对作业质量负责
3.架构、维护、调优数据中台，不断提升数据中台能力，满足业务的快速发展
4.治理整合多方、异构数据，合理实现数据中台的数据分层、组织管理
5.对接AI算法团队，对数据挖掘、机器学习模型落地存储并满足应用场景
","任职资格
1、本科以上学历，计算机相关专业，三年以上大数据项目开发实战经验；
2、熟悉Linux系统，具备shell、python等脚本开发能力者优先；
3、熟悉HQL语言，熟悉Hadoop/Flink/Spark/Hive/HBase等大数据工具，参与过大型数据平台建设者优先；
4、有丰富的Java开发经验，熟练掌握Springboot开发框架，熟练进行Java代码编写，熟悉多线程编程；
5、了解微服务开发理念、实现技术，熟悉常见设计模式；
6、有Flink实时数据处理应用开发经验优先，熟练掌握实时计算引擎 Flink, 对hadoop生态其他组件有一定了解，比如 HBase， hadoop, Hive, Druid等；
7、精通SQL，熟悉常用的关系型数据库、非关系性数据库和数据仓库，具有SQL性能优化经验；
8、熟悉数据仓库理论，具备复杂业务需求梳理能力；
9、学习能力强，喜欢研究开源新技术，有团队观念，具备独立解决问题的能力，具备扎实的计算机理论基础, 对数据结构及算法有较强的功底。"
315,数据分析工程师,大数据讲师,8-12k,昆明-五华区,3-5年-本科-SQL,3-5年-本科-SQL,武汉美和易思数字科技有限公司,培训服务-500-999人,昆明-五华区,培训服务-500-999人,,
316,数据分析工程师,数据开发经理(J10486),20-30k·15薪,上海-浦东新区,5-10年-统招本科-数据开发-数据治理-数据安全-SQL-Shell-Python,5-10年-统招本科-数据开发-数据治理-数据安全-SQL-Shell-Python,上海君实生物医药科技股份有限公司,制药-科创板上市-2000-5000人,上海-浦东新区,制药-科创板上市-2000-5000人,"职责描述：
1、通过自行开发或项目形式参与公司数据仓库和各数据主题域的建设工作。
2、与业务部门沟通业务分析需求，进而完成主数据、数据标准、指标口径等的设计。
3、根据业务分析需求和设计，完成相关数据和报表开发工作进行落地。
","任职要求：
1、计算机相关专业本科以上学历，具有5年以上数据项目经验，且有2年以上项目管理经验。
2、深度理解数据仓库理论并有实际操作经验，了解数据建模相关知识。
3、熟悉数据治理相关理论，理解元数据、主数据、数据标准、数据治理管理、数据安全管理等概念，并有实际项目应用经验。
4、熟练使用Python、Shell、SQL等语言，可快速完成数据相关的脚本和 ETL 流程开发。
5、具备可视化报表开发经验，至少熟练使用一项 BI 工具（如 Tableau、PowerBI 或 QuickBI等）使用经验。
6、有云数据平台（如 Maxcompute、Databricks 等）使用经验者优先。
7、有医药行业或 SAP ERP 数据项目经验者优先。"
317,数据分析工程师,初/中级DBA数据库管理员,10-20k·13薪,杭州,一年以下-本科-DBA-数据库开发-Oracle-Shell-SQL,一年以下-本科-DBA-数据库开发-Oracle-Shell-SQL,杭州易景数通科技有限公司,计算机软件-战略投资-1-49人,杭州,计算机软件-战略投资-1-49人,"工作职责：
1、负责易景科技数据库产品Halo的测试、交付、实施；
2、能独立对数据库的问题进行定位和排查；
3、能独立进行SQL性能优化；
4、对业务开发人员进行数据库开发技术的培训；
5、能处理异构数据库之间（Oracle、SQL Server、Halo）之间的数据同步和转换。
","任职要求：
1、本科及以上学历，计算机相关专业；
2、1年以上PostgreSQL/Oracle DBA经验；
3、熟悉PostgreSQL/Oracle体系结构；
4、熟悉PostgreSQL/Oracle的高可用架构，有一定的数据库实施规划和设计能力；
5、熟悉Shell或Python或Go语言；
6、有金融行业数据库工作经验优先；
7、责任心强，善于学习，具备良好的团队合作精神和承受压力的能力，能接受出差；"
318,数据分析工程师,数据开发工程师（国企正编）,25-50k,上海,5-10年-统招本科-数据开发-数据中台-数据架构-Java-Python-电商领域-银行领域-金融领域-大数据领域,5-10年-统招本科-数据开发-数据中台-数据架构-Java-Python-电商领域-银行领域-金融领域-大数据领域,某知名券商公司,基金/证券/投资-已上市-10000人以上,上海,基金/证券/投资-已上市-10000人以上,"工作职责
1.规划、设计数据服务工具，学习了解公司数据研发研发流程，构建一站式数据研发、部署、调度、运维平台，提升数据研发效率，赋能业务，灵活支撑业务的创新和探索，发挥数据价值

2.参与数据中台建设，梳理、简化数据研发相关各组件，推动数字化运营和数据能力产品化

3.负责数据质量、稳定性等数据管理，数据内部共享融通的数据平台，让数据标准更规范、数据获取更高效

4.对接复杂的业务需求，并设计一整套基于大数据技术的数据处理、存储及查询系统，切实解决问题

• ","岗位要求
1.计算机相关专业本科及硕士以上学历，985/211优先，五年以上大数据相关研发经验

2.精通Linux、Java、Scala

3.对Hadoop、Spark、Flink等分布式计算框架有大规模使用经验，对elasticsearch、redis、clickhouse、Presto、airflow等有深入研究的优先，具备大数据平台架构搭建、优化及核心技术选型能力。

4.对数据业务场景有整体理解，能够有效结合业务和技术创新，全局地规划或完善数据服务体系解决实际问题

6.熟悉数据中台理论，熟悉阿里云dataworks，华为DGC(DAYU)，网易猛犸等平台，有相关平台设计就开发经验优先

7.责任心强，善于沟通及团队协作，有好奇心且动手能力强，对新兴技术有浓厚兴趣，并喜欢亲自尝试"
319,数据分析工程师,三维数据工程师,8-18k,徐州-贾汪区,3-5年-大专,3-5年-大专,金彭集团,新能源汽车-5000-10000人,徐州-贾汪区,新能源汽车-5000-10000人,"职责描述：
1、负责产品结构设计、三维数据审核规范的编制、培训宣贯；
2、负责新产品结构数据设计和制作；
3、负责委外设计项目的三维数据设计质量审核；
4、负责模具件扫点反查（与数据），并分析可能存在潜在问题；
","任职要求：
1、大专以上学历，车辆工程、机械设计、注塑模具设计、内外饰设计专业：
2、3-5年汽车、摩托车设计经验；
3、熟悉的冲压、注塑、焊接、喷漆和组装工艺知识，
4、精通使用UG或Caita绘制三维数据，熟悉造型、整车结构、钣金/注塑模具可行性；"
320,数据分析工程师,数据开发工程师,20-30k·24薪,上海,3-5年-学历不限-数据开发-数据治理-SQL,3-5年-学历不限-数据开发-数据治理-SQL,某头部公募基金公司,基金-融资未公开-100-499人,上海,基金-融资未公开-100-499人,"1、结合公司业务发展需要，参与建设公司大数据平台
2、负责大数据平台的运行维护、性能调优和日常技术支持，保障数据平台稳定运行
3、参与构建公司数据标准、元数据管理和数据质量管理体系，提升公司数据治理水平
4、负责负责估值类数据模型的设计、开发工作，高效支持上层数据应用
","任职要求：
1、基金资管行业IT或数据部门数据工程师，或业内乙方公司数据工程师
2、经验能力要求
1） 5年以上数据开发经验，熟悉主流大数据处理技术和常用数据库
2） 熟悉基金公司估值系统数据，有估值数据模型设计和指标开发经验
3、本科及以上学历
PS:数据开发岗，偏向纯数据，主要写sql，不做程序开发"
